iter	Logloss
531	0.4280830942
532	0.4280571877
533	0.4280180986
534	0.4279946257
535	0.4279610293
536	0.4278887165
537	0.4278627775
538	0.4278404598
539	0.4277985801
540	0.4277557244
541	0.4277064499
542	0.4276482524
543	0.4276213876
544	0.4275458719
545	0.4274885613
546	0.4274603758
547	0.4274411343
548	0.4273890572
549	0.4273733533
550	0.4273355747
551	0.4272787575
552	0.427260561
553	0.4272189623
554	0.4271713467
555	0.4271422835
556	0.4271186414
557	0.4270768636
558	0.4270470468
559	0.4270114739
560	0.4269903637
561	0.4269526015
562	0.4269212593
563	0.4269004078
564	0.4268614489
565	0.4268212466
566	0.4267899186
567	0.4267441739
568	0.4267044477
569	0.4266613586
570	0.4266408885
571	0.4266012769
572	0.42655877
573	0.426524027
574	0.4264749079
575	0.4264405038
576	0.4264156461
577	0.4263910595
578	0.4263497119
579	0.4263160153
580	0.4262929853
581	0.4262649225
582	0.4262067812
583	0.426159988
584	0.4261307007
585	0.4260908117
586	0.4260692667
587	0.4260464243
588	0.4260094
589	0.4259799508
590	0.4259460157
591	0.4259200016
592	0.4258859873
593	0.4258461148
594	0.4258271559
595	0.4257836393
596	0.425755145
597	0.4257178081
598	0.4256803744
599	0.4256240248
600	0.4255919921
601	0.425537573
602	0.4255015645
603	0.4254721097
604	0.4254188143
605	0.4253834608
606	0.425343937
607	0.4252705793
608	0.4252395301
609	0.4252200103
610	0.4251994173
611	0.4251712121
612	0.4251436522
613	0.4250991083
614	0.4250490537
615	0.4250244597
616	0.4249912212
617	0.4249614614
618	0.4249272822
619	0.4248970662
620	0.4248773687
621	0.4248224045
622	0.4247675346
623	0.424741255
624	0.4246910467
625	0.4246617765
626	0.4246098396
627	0.4245831038
628	0.4245301568
629	0.4245051858
630	0.4244826401
631	0.4244414719
632	0.4244108751
633	0.4243763308
634	0.4243224261
635	0.4242825722
636	0.4242611944
637	0.424217893
638	0.4241789295
639	0.4241522753
640	0.4241393129
641	0.4241133321
642	0.4240915445
643	0.4240414971
644	0.4239951271
645	0.4239673617
646	0.4239342921
647	0.4239039288
648	0.4238848834
649	0.4238633517
650	0.4238250621
651	0.4237953483
652	0.4237675725
653	0.4237539798
654	0.4237272058
655	0.4237116241
656	0.4236772376
657	0.4236264318
658	0.4236105797
659	0.4235951923
660	0.4235740366
661	0.4235346305
662	0.4234954698
663	0.4234821276
664	0.4234585422
665	0.4234256057
666	0.4234053259
667	0.4233729951
668	0.4233258153
669	0.4232827451
670	0.4232511969
671	0.4232232416
672	0.4232025224
673	0.4231704903
674	0.4231268339
675	0.4230698209
676	0.4230207239
677	0.4229879082
678	0.4229681013
679	0.4229563699
680	0.4229086413
681	0.4228911935
682	0.422869028
683	0.422822293
684	0.422797299
685	0.4227720114
686	0.4227518576
687	0.4227259863
688	0.4227026843
689	0.422692119
690	0.4226680306
691	0.4226209112
692	0.4225814634
693	0.4225422482
694	0.4225125207
695	0.4224916442
696	0.4224737419
697	0.4224293972
698	0.4223873551
699	0.4223477813
700	0.4223194994
701	0.4222767293
702	0.4222233421
703	0.422201714
704	0.4221589355
705	0.4221496689
706	0.4221195622
707	0.4220928451
708	0.4220611178
709	0.4220344036
710	0.4220077175
711	0.4219632785
712	0.4219552711
713	0.4219417517
714	0.4218894545
715	0.4218436995
716	0.4218063406
717	0.4217962565
718	0.4217543817
719	0.4217227923
720	0.4216779746
721	0.4216421817
722	0.4216070306
723	0.4215795248
724	0.4215665691
725	0.4215505793
726	0.4215076844
727	0.4214741819
728	0.4214488217
729	0.4214332498
730	0.4214089079
731	0.4213773192
732	0.4213671291
733	0.4213540817
734	0.4213158056
735	0.4213053
736	0.4212906653
737	0.4212754454
738	0.4212529361
739	0.4212143909
740	0.4211912593
741	0.4211751223
742	0.4211608396
743	0.4211149255
744	0.4210926656
745	0.4210542693
746	0.4210124169
747	0.420982161
748	0.4209593086
749	0.4209445794
750	0.4209123928
751	0.420887736
752	0.4208738894
753	0.4208339575
754	0.420821088
755	0.4207999307
756	0.4207708427
757	0.4207391884
758	0.4207212365
759	0.4206830811
760	0.4206427404
761	0.4206194633
762	0.4205965246
763	0.4205850404
764	0.4205581902
765	0.4205305069
766	0.4205110484
767	0.4204940898
768	0.4204752053
769	0.4204634675
770	0.420429894
771	0.4204008973
772	0.4203772278
773	0.4203373567
774	0.4203306416
775	0.4203091032
776	0.4202702408
777	0.4202583168
778	0.4202216628
779	0.4201963766
780	0.4201793716
781	0.4201409549
782	0.420105663
783	0.4200961378
784	0.4200601276
785	0.420025441
786	0.4200035663
787	0.4199649552
788	0.4199533747
789	0.4199441064
790	0.4199105215
791	0.4198751941
792	0.4198432596
793	0.4198064134
794	0.4197786405
795	0.419764046
796	0.4197376999
797	0.4197004446
798	0.419663634
799	0.4196542581
800	0.4196119051
801	0.419589315
802	0.4195536359
803	0.4195380956
804	0.4195185526
805	0.419505807
806	0.4194701918
807	0.4194499533
808	0.419415873
809	0.4193938853
810	0.4193558892
811	0.4193337352
812	0.4193012367
813	0.4192822163
814	0.4192474197
815	0.4192269213
816	0.4192070778
817	0.419205208
818	0.4191924434
819	0.4191588788
820	0.41914364
821	0.4191013564
822	0.4190947126
823	0.4190586312
824	0.4190468031
825	0.4190277874
826	0.4190110566
827	0.4189669327
828	0.4189443889
829	0.4189242408
830	0.4189046911
831	0.418866667
832	0.4188263944
833	0.4188048955
834	0.418770188
835	0.4187625572
836	0.4187386049
837	0.4187117982
838	0.4186948959
839	0.4186840332
840	0.4186756772
841	0.4186509689
842	0.4186340332
843	0.4186200025
844	0.4186011574
845	0.4185817752
846	0.4185472314
847	0.4185364723
848	0.4185299958
849	0.418497848
850	0.418485484
851	0.418447041
852	0.4184336374
853	0.4184244336
854	0.4184120001
855	0.4184015069
856	0.4183868473
857	0.4183597087
858	0.4183212115
859	0.4183045756
860	0.4182875487
861	0.4182535849
862	0.4182443905
863	0.4182248491
864	0.4181998185
865	0.4181902597
866	0.4181656142
867	0.4181286555
868	0.4181177087
869	0.4181018863
870	0.4180961414
871	0.4180769782
872	0.4180627336
873	0.4180503016
874	0.4180420981
875	0.4180184437
876	0.4179966558
877	0.4179902754
878	0.4179578149
879	0.4179283807
880	0.4179076911
881	0.4178856205
882	0.4178501383
883	0.4178399788
884	0.4178268605
885	0.4178077394
886	0.4177938013
887	0.4177724041
888	0.4177646975
889	0.4177473327
890	0.4177297228
891	0.4176955975
892	0.4176841579
893	0.4176629866
894	0.4176560526
895	0.4176083903
896	0.4175865201
897	0.4175652556
898	0.4175323913
899	0.4175200345
900	0.4174980718
901	0.4174824651
902	0.4174721902
903	0.4174395084
904	0.4174175121
905	0.4173891724
906	0.4173723344
907	0.4173365126
908	0.4173223608
909	0.4173166843
910	0.4172955285
911	0.417275651
912	0.4172635414
913	0.4172493018
914	0.4172295631
915	0.4172057016
916	0.4171862446
917	0.4171479737
918	0.4171161179
919	0.4170943824
920	0.417080423
921	0.417073456
922	0.417045408
923	0.4170191574
924	0.4169830039
925	0.4169728198
926	0.4169623572
927	0.4169555792
928	0.416943618
929	0.4169123247
930	0.4168928974
931	0.4168725668
932	0.4168602628
933	0.4168401281
934	0.4168331293
935	0.4168234421
936	0.4168117456
937	0.4167926038
938	0.4167650007
939	0.4167535718
940	0.4167374047
941	0.4167048918
942	0.4166893705
943	0.4166685125
944	0.4166342523
945	0.4166205824
946	0.4166025631
947	0.4165783958
948	0.4165652843
949	0.4165443124
950	0.4165313533
951	0.4165006355
952	0.4164672544
953	0.416458708
954	0.4164377906
955	0.4164249673
956	0.4164132667
957	0.4163780768
958	0.416367271
959	0.4163582652
960	0.4163365269
961	0.4163182481
962	0.4163056055
963	0.4162882091
964	0.4162823797
965	0.4162483577
966	0.4162350664
967	0.4162165739
968	0.4161997377
969	0.4161294801
970	0.4161119367
971	0.416105885
972	0.4160992023
973	0.4160861045
974	0.4160780906
975	0.4160565895
976	0.4160522382
977	0.4160227513
978	0.4160104925
979	0.415982474
980	0.4159787973
981	0.4159649939
982	0.4159359795
983	0.4159011838
984	0.4158911243
985	0.4158234828
986	0.4157954702
987	0.4157894429
988	0.4157724023
989	0.4157635652
990	0.4157277599
991	0.4157119992
992	0.4156944206
993	0.4156870997
994	0.4156751842
995	0.4156562783
996	0.415645713
997	0.4156251559
998	0.4155992249
999	0.415568884
